.model,date,cash_prediction,cash_lower_ci_95,cash_upper_ci_95
arima,2010-05-03,86.58435285398555,39.09129948606807,152.71618891069014
arima,2010-05-04,100.73704699082207,48.32437295960462,172.18677827866856
arima,2010-05-05,73.96774835927114,30.269345761949563,136.86993579397324
arima,2010-05-06,4.428352104025899,0.9886862577023727,27.07180278772994
arima,2010-05-07,100.23948750372676,47.79337350430781,171.88938634052624
arima,2010-05-08,79.45653702198993,33.8159414283965,144.30091745296386
arima,2010-05-09,85.68199020169068,37.91806519795048,152.6497000428114
arima,2010-05-10,87.10348515051072,36.427240972580364,159.52577089424463
arima,2010-05-11,100.58187649095491,45.25938015035625,177.704737483621
arima,2010-05-12,73.96774835927114,28.0601849180556,141.69841743950892
arima,2010-05-13,4.428352104025899,1.4373586982627664,29.242451148811238
arima,2010-05-14,100.23948750372676,45.00669929552371,177.295381350952
arima,2010-05-15,79.45653702198993,31.47855934342752,149.25762033957452
arima,2010-05-16,85.68199020169068,35.44050346415015,157.7465825782534
arima,2010-05-17,87.10348515051072,34.135449083237866,164.43688358522883
arima,2010-05-18,100.58187649095491,42.70352069262355,182.8799177429954
arima,2010-05-19,73.96774835927114,26.05658680106932,146.32133635813688
arima,2010-05-20,4.428352104025899,1.9363283891343668,31.362802259581336
arima,2010-05-21,100.23948750372676,42.45932502672418,182.46207642139325
arima,2010-05-22,79.45653702198993,29.354230422114732,154.00127006252902
arima,2010-05-23,85.68199020169068,33.18418391779174,162.62222292625353
arima,2010-05-24,87.10348515051072,32.03257200324028,169.1590814668681
arima,2010-05-25,100.58187649095491,40.34998657939545,187.85277265786516
arima,2010-05-26,73.96774835927114,24.226250281853012,150.77099367899487
arima,2010-05-27,4.428352104025899,2.4776918645380754,33.44075958581932
arima,2010-05-28,100.23948750372676,40.11364826686365,187.42707398289548
arima,2010-05-29,79.45653702198993,27.409476524447157,158.56534476183828
arima,2010-05-30,85.68199020169068,31.11434163541481,167.31138601027214
arima,2010-05-31,87.10348515051072,30.09167341929231,173.71930085245776
